"*Nama Kontak","Nama Perusahaan","Email","Alamat","Provinsi","Kota","Nomor Telepon","*Nomor Biaya","*Tanggal Transaksi (dd/mm/yyyy)","Tanggal Jatuh Tempo (dd/mm/yyyy)","Catatan","Termasuk Pajak (Ya / Tidak)","*Kode Akun Biaya","Nama Akun Biaya","Deskripsi Biaya","Pajak Biaya","Jumlah Biaya","Status Dibayar (Ya / Tidak)","Kode Akun Pembayaran","Tag (Beberapa Tag Dipisah Dengan Koma)","Kode Akun Pemotongan","Jumlah Pemotongan","Sisa Tagihan","Total","Tanggal Pembayaran (dd/mm/yyyy)","Pembayaran Kas & Bank"
"TOKO MOLDING","","","","","","","EXP/00954","29/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Baut","","22000","Ya","1-10001","","","","0","22000","29/03/2024","Cash"
"J&T CARGO","","","","","","","EXP/00953","29/03/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Bulanan J&T Cargo","","200000","Ya","1-10001","","","","0","200000","29/03/2024","Cash"
"TOSERBA","","","","","","","EXP/00952","29/03/2024","","","Tidak","6-60205","Entertain","Entertain (Pisang Goreng)","","35000","Ya","1-10001","","","","0","35000","29/03/2024","Cash"
"BENGKEL","","","","","","","EXP/00951","28/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Pilox Velg","","160000","Ya","1-10001","","","","0","160000","28/03/2024","Cash"
"BENGKEL","","","","","","","EXP/00950","28/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Ban Belakang 1 Buah","","540000","Ya","1-10001","","","","0","540000","28/03/2024","Cash"
"BANK BRI","","","","","","","EXP/00949","26/03/2024","","","Tidak","8-80000","Beban Bunga","BRI - Biaya SMS Notifikasi 3","","2250","Ya","1-10004","","","","0","2250","26/03/2024","Bank BRI"
"TOKO MOULDING","","","","","","","EXP/00948","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Seal Tape 2 pcs","","8000","Ya","1-10001","","","","0","8000","23/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00947","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Ring M 8","","9000","Ya","1-10001","","","","0","9000","23/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00946","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Baut M 8 x 20","","15000","Ya","1-10001","","","","0","15000","23/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00945","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Ring M 10","","3750","Ya","1-10001","","","","0","3750","23/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00944","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pebelian Baut Uk. M 10 x 25","","7500","Ya","1-10001","","","","0","7500","23/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00943","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Ring M 6","","20000","Ya","1-10001","","","","0","20000","23/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00942","23/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Baut Uk. M 6 x 15","","12000","Ya","1-10001","","","","0","12000","23/03/2024","Cash"
"TOKO TANAMAN","","","","","","","EXP/00941","21/03/2024","","","Tidak","6-60201","Hiburan","Pembelian Pupuk NPK Mutiara","","10000","Ya","1-10001","","","","0","10000","21/03/2024","Cash"
"TOKO TANAMAN","","","","","","","EXP/00940","21/03/2024","","","Tidak","6-60201","Hiburan","Pembelian Pohon Ketapang","","50000","Ya","1-10001","","","","0","50000","21/03/2024","Cash"
"POM BENSIN","","","","","","","EXP/00939","20/03/2024","","","Tidak","6-60003","Bensin, Tol dan Parkir - Penjualan","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","20/03/2024","Cash"
"BANK BRI","","","","","","","EXP/00938","18/03/2024","","","Tidak","8-80000","Beban Bunga","BRI - Biaya SMS 1 Notifikasi","","750","Ya","1-10004","","","","0","750","18/03/2024","Bank BRI"
"RT. 17/07","","","","","","","EXP/00937","18/03/2024","","","Tidak","6-60303","Keamanan dan Kebersihan Lingkungan","Biaya Perizinan dari Kelurahan & Aparat Desa","","1000000","Ya","1-10001","","","","0","1000000","18/03/2024","Cash"
"TOKO LAP","","","","","","","EXP/00936","17/03/2024","","","Tidak","6-60211","Sarana Kantor","Pembelian Kain Lap 10 kg","","50000","Ya","1-10001","","","","0","50000","17/03/2024","Cash"
"BANK BRI","","","","","","","EXP/00935","16/03/2024","","","Tidak","8-80000","Beban Bunga","BRI - Monthly Fee ATM","","2500","Ya","1-10004","","","","0","2500","16/03/2024","Bank BRI"
"BANK BRI","","","","","","","EXP/00934","16/03/2024","","","Tidak","8-80000","Beban Bunga","BRI - Admin Fee","","5500","Ya","1-10004","","","","0","5500","16/03/2024","Bank BRI"
"TEGUH","","","","","","","EXP/00933","16/03/2024","","","Tidak","6-60102","Upah","Payroll Pak Teguh (3 D)","","300000","Ya","1-10001","","","","0","300000","16/03/2024","Cash"
"TOKO TANAMAN","","","","","","","EXP/00932","16/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Clamp Selang 2 pcs","","50000","Ya","1-10001","","","","0","50000","16/03/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00931","16/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Clamp Selang 2 pcs","","8000","Ya","1-10001","","","","0","8000","16/03/2024","Cash"
"TOKO BANGUNAN","","","","","","","EXP/00930","07/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Lock Pintu Capit Udang 2 set","","8000","Ya","1-10001","","","","0","8000","07/03/2024","Cash"
"TOKO BANGUNAN","","","","","","","EXP/00929","07/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Semen MU 2 kg","","8000","Ya","1-10001","","","","0","8000","07/03/2024","Cash"
"BANK BRI","","","","","","","EXP/00928","06/03/2024","","","Tidak","8-80000","Beban Bunga","BRI - 085945103209 | 1 SMS","","500","Ya","1-10004","","","","0","500","06/03/2024","Bank BRI"
"J&T CARGO","","","","","","","EXP/00927","06/03/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Pembayaran Kabel Ties Resi Jan s.d Feb 2024","","93000","Ya","1-10001","","","","0","93000","06/03/2024","Cash"
"TOKO LISTRIK","","","","","","","EXP/00926","06/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Kabel Ties 3 pack (isi 100 pcs)","","65000","Ya","1-10001","","","","0","65000","06/03/2024","Cash"
"TOKO LISTRIK","","","","","","","EXP/00925","06/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Lampu 3 pcs","","60000","Ya","1-10001","","","","0","60000","06/03/2024","Cash"
"TOKO LISTRIK","","","","","","","EXP/00924","06/03/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Fitting Broco 2 pcs","","30000","Ya","1-10001","","","","0","30000","06/03/2024","Cash"
"XL Akiata","","","","","","","EXP/00923","04/03/2024","","","Tidak","6-60005","Komunikasi - Penjualan","Pembelian Paket Data Hp DMT","","11200","Ya","1-10001","","","","0","11200","04/03/2024","Cash"
"TOSERBA","","","","","","","EXP/00921","02/03/2024","","","Tidak","6-60201","Hiburan","Pembelian Pakan Manuk","","10000","Ya","1-10001","","","","0","10000","02/03/2024","Cash"
"EKSPEDISI","","","","","","","EXP/00920","27/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman 400 kg Paku S Palang Hitam Up. PT Indotama Omicron Kahar","","600000","Ya","1-10004","","","","0","600000","27/04/2024","Bank BRI"
"LALAMOVE","","","","","","","EXP/00919","25/04/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Driver Muat Bahan Baku J1105T 1.000 kg & Biaya Administrasi","","30000","Ya","1-10001","","","","0","30000","25/04/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00918","19/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Fiser Uk. 86 (1 pack)","","8000","Ya","1-10001","","","","0","8000","19/04/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00917","19/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian BMP M10 x 25","","6000","Ya","1-10001","","","","0","6000","19/04/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00916","19/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Dynabolt 12 x 60 (5 pcs)","","12500","Ya","1-10001","","","","0","12500","19/04/2024","Cash"
"POM BENSIN","","","","","","","EXP/00915","16/04/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","16/04/2024","Cash"
"TOKO BANGUNAN","","","","","","","EXP/00914","06/04/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Cat Kuning, Thinner & Kuas Kecil","","125000","Ya","1-10001","","","","0","125000","06/04/2024","Cash"
"RT. 03/04 (Kampung)","","","","","","","EXP/00913","06/04/2024","","","Tidak","6-60106","THR & Bonus","Dana THR RT Kampung","","200000","Ya","1-10001","THR","","","0","200000","06/04/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00912","01/04/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10002","","","","0","2500","01/04/2024","Bank Account"
"EKSPEDISI","","","","","","","EXP/00911","28/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 400 kg Up. PT Indotama Omicron Kahar","","600000","Ya","1-10004","","","","0","600000","28/05/2024","Bank BRI"
"FOTO COPY MENTARI","","","","","","","EXP/00910","27/05/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Dokumen (INV, Kuitansi, Materai)","","14000","Ya","1-10001","","","","0","14000","27/05/2024","Cash"
"LALAMOVE","","","","","","","EXP/00909","27/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pengiriman Stample MJA","","26368","Ya","1-10001","","","","0","26368","27/05/2024","Cash"
"KURIR","","","","","","","EXP/00908","13/05/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biyaa Driver Bongkar PP PAlet Htam 1.000 kg","","20000","Ya","1-10001","","","","0","20000","13/05/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00906","02/05/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10002","","","","0","2500","02/05/2024","Bank Account"
"FAHRI","","","","","","","EXP/00905","29/06/2024","","","Tidak","6-60102","Upah","Payroll Fahri  (5 D)","","350000","Ya","1-10001","","","","0","350000","29/06/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00904","29/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Hose 3/8"" R2 x 49 cm, 06 Nu Hex LL (Mesin No. 1)","","112000","Ya","1-10001","","","","0","112000","29/06/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00903","29/06/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Label Paku 5 lbr (isi 16 pcs x 5 lbr)","","15000","Ya","1-10001","","","","0","15000","29/06/2024","Cash"
"TOHARI","","","","","","","EXP/00902","29/06/2024","","","Tidak","6-60102","Upah","Payroll Juni 2024 (Kepala Pabrik)","","4000000","Ya","1-10003","Upah","","","0","4000000","29/06/2024","Giro"
"Santi Yulianti","","","","","","","EXP/00901","29/06/2024","","","Tidak","6-60102","Upah","Payroll Juni 2024 (Admin)","","2500000","Ya","1-10001","Upah","","","0","2500000","29/06/2024","Cash"
"LALAMOVE","","","","","","","EXP/00900","28/06/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman CUP 12 OZ OVAL NJI PO.2024.06.00023 Up. PT Yoboy Oswald Imaji","","200000","Ya","1-10003","","","","0","200000","28/06/2024","Giro"
"TOKO MOULDING","","","","","","","EXP/00899","25/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Baut M10 + Ring","","14000","Ya","1-10001","","","","0","14000","25/06/2024","Cash"
"BABINSA","","","","","","","EXP/00898","25/06/2024","","","Tidak","6-60303","Keamanan dan Kebersihan Lingkungan","Biaya Bulanan Babinsa & Kamtibnas","","200000","Ya","1-10001","","","","0","200000","25/06/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00897","19/06/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Baut L 10","","40000","Ya","1-10001","","","","0","40000","19/06/2024","Cash"
"TOSERBA","","","","","","","EXP/00896","11/06/2024","","","Tidak","6-60201","Hiburan","Pembelian Pakan Perkutut","","10000","Ya","1-10001","","","","0","10000","11/06/2024","Cash"
"POM BENSIN","","","","","","","EXP/00895","09/06/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","09/06/2024","Cash"
"POM BENSIN","","","","","","","EXP/00894","03/06/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","03/06/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00893","03/06/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10002","","","","0","2500","03/06/2024","Bank Account"
"J&T CARGO","","","","","","","EXP/00892","29/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 10 kg Up. Dian","","49000","Ya","1-10001","","","","0","49000","29/07/2024","Cash"
"LALAMOVE","","","","","","","EXP/00891","26/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Seal 4mm","","22995","Ya","1-10001","","","","0","22995","26/07/2024","Cash"
"JNE","","","","","","","EXP/00890","23/07/2024","","","Tidak","6-60001","Iklan & Promosi","Biaya Pengiriman Sample CUP PP INJECTION 14 OZ DATAR Up. CV Berkah Plasindo","","18000","Ya","1-10001","","","","0","18000","23/07/2024","Cash"
"JNE","","","","","","","EXP/00889","23/07/2024","","","Tidak","6-60001","Iklan & Promosi","Biaya Pengiriman Sample Paku S Palang Up. Anto","","27000","Ya","1-10001","","","","0","27000","23/07/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00888","23/07/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian WD","","60000","Ya","1-10001","","","","0","60000","23/07/2024","Cash"
"POM BENSIN","","","","","","","EXP/00887","23/07/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Losbak 10L","","100000","Ya","1-10001","","","","0","100000","23/07/2024","Cash"
"TRANSPORTASI","","","","","","","EXP/00886","22/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Transportasi Pembelian Per","","24000","Ya","1-10001","","","","0","24000","22/07/2024","Cash"
"JNE","","","","","","","EXP/00885","17/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Sample Paku S Palang Up. UD Pancurmas Jaya","","29000","Ya","1-10001","","","","0","29000","17/07/2024","Cash"
"TOSERBA","","","","","","","EXP/00884","17/07/2024","","","Tidak","6-60201","Hiburan","Pembelian Pakan Burung","","12000","Ya","1-10001","","","","0","12000","17/07/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00883","17/07/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Fotocopy Label Paku S Palang Hitam","","10000","Ya","1-10001","","","","0","10000","17/07/2024","Cash"
"DIRJEN PAJAK","","","","","","","EXP/00882","16/07/2024","","","Tidak","9-90000","Beban Pajak - Kini","Pembayaran SPT Masa PPN Juni 2024 (Kurang Bayar)","","6745200","Ya","1-10002","","","","0","6745200","16/07/2024","Bank Account"
"JNE","","","","","","","EXP/00881","09/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Dokumen (Kuitansi, INV, PO, Kuitansi & FP) Up. PT Graha Utama Timber","","10000","Ya","1-10001","","","","0","10000","09/07/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00880","09/07/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Dokumen (Kuitansi, INV, PO, Kuitansi & FP) Up. PT Graha Utama Timber","","3000","Ya","1-10001","","","","0","3000","09/07/2024","Cash"
"POM BENSIN","","","","","","","EXP/00879","07/07/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Losbak 10L","","100000","Ya","1-10001","","","","0","100000","07/07/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00878","07/07/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Dokumen (INV & Materai 10.000)","","15000","Ya","1-10001","","","","0","15000","07/07/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00877","07/07/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Label Paku PT Graha","","3500","Ya","1-10001","","","","0","3500","07/07/2024","Cash"
"LALAMOVE","","","","","","","EXP/00876","05/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Molding 12 OZ OVAL Up. Pak Marjoko","","100974","Ya","1-10001","","","","0","100974","05/07/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00875","03/07/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Label Paku","","10000","Ya","1-10001","","","","0","10000","03/07/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00874","03/07/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Per 40-60 (4 pcs)","","220000","Ya","1-10001","","","","0","220000","03/07/2024","Cash"
"POM BENSIN","","","","","","","EXP/00873","03/07/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Losbak 5L","","50000","Ya","1-10001","","","","0","50000","03/07/2024","Cash"
"JNE","","","","","","","EXP/00872","03/07/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Pengiriman Dokumen (Kuitansi, INV, PO, Kuitansi & FP) Up. PT Yoboy Oswald Imaji","","18000","Ya","1-10001","","","","0","18000","03/07/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00871","02/07/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Dokumen (Kuitansi, INV, PO, Kuitansi & FP) Up. PT Yoboy Oswald Imaji","","38000","Ya","1-10001","","","","0","38000","02/07/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00870","01/07/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10002","","","","0","2500","01/07/2024","Bank Account"
"J&T CARGO","","","","","","","EXP/00869","18/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pemakaian Kabel Ties Resi J&T Cargo Juli s.d 15 Agustus","","171000","Ya","1-10001","","","","0","171000","18/08/2024","Cash"
"EKSPEDISI","","","","","","","EXP/00868","17/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 1.100 Kg Up. Tn Indra Yunsetianto &  PT Indotama Omicron Kahar","","1650000","Ya","1-10004","","","","0","1650000","17/08/2024","Bank BRI"
"POM BENSIN","","","","","","","EXP/00867","16/08/2024","","","Tidak","6-60003","Bensin, Tol dan Parkir - Penjualan","Pembelian BBM Mobil Losbak 10 L","","100000","Ya","1-10001","","","","0","100000","16/08/2024","Cash"
"RT 17","","","","","","","EXP/00866","16/08/2024","","","Tidak","6-60200","Donasi","Biaya Tambahan 17 Agustusan RT. 17/07","","250000","Ya","1-10001","","","","0","250000","16/08/2024","Cash"
"Gunadi","","","","","","","EXP/00865","16/08/2024","","","Tidak","6-60102","Upah","Jasa Pasang Panel ke Bp Gunawan","","1500000","Ya","1-10001","","","","0","1500000","16/08/2024","Cash"
"LALAMOVE","","","","","","","EXP/00864","16/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengambilan Molding OZ 12, OZ 14 dan OZ 16 Up. Pak Suwarnoto","","231176","Ya","1-10001","","","","0","231176","16/08/2024","Cash"
"J&T CARGO","","","","","","","EXP/00863","13/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 10 kg Up. Dian","","61000","Ya","1-10001","","","","0","61000","13/08/2024","Cash"
"TOKO LISTRIK","","","","","","","EXP/00862","13/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Kontaktor Magnet 220v","","200000","Ya","1-10001","","","","0","200000","13/08/2024","Cash"
"TOSERBA","","","","","","","EXP/00861","13/08/2024","","","Tidak","6-60201","Hiburan","Pembelian Pakan Burung","","11000","Ya","1-10001","","","","0","11000","13/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00860","11/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Pilot Lamp 22 mm Hiijau (2 pcs)","","20000","Ya","1-10001","","","","0","20000","11/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00859","11/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Selector 1x hy 25mm (2 pcs)","","64000","Ya","1-10001","","","","0","64000","11/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00858","11/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Konektor Baris No. 10","","10000","Ya","1-10001","","","","0","10000","11/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00857","11/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian dynabolt 10 x 65 5 pcs (Rp 2.000,-/pcs)","","10000","Ya","1-10001","","","","0","10000","11/08/2024","Cash"
"EKSPEDISI","","","","","","","EXP/00856","09/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Tambahan CUP","","15000","Ya","1-10004","","","","0","15000","09/08/2024","Bank BRI"
"RT 17","","","","","","","EXP/00855","09/08/2024","","","Tidak","6-60200","Donasi","Dana Sumbangan 17 Agustusan RT 17","","250000","Ya","1-10001","","","","0","250000","09/08/2024","Cash"
"FOTO COPY MENTARI","","","","","","","EXP/00854","09/08/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Pembelian Amplop 2 pcs","","1000","Ya","1-10001","","","","0","1000","09/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00853","05/08/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Biaya Parkir Ruko Masuk Beli Heater","","4000","Ya","1-10001","","","","0","4000","05/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00852","05/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Sambungan Double Drat Dalam 1 pcs","","5000","Ya","1-10001","","","","0","5000","05/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00851","05/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Heater 1 pcs","","700000","Ya","1-10001","","","","0","700000","05/08/2024","Cash"
"POM BENSIN","","","","","","","EXP/00850","05/08/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Motor (Heater Jakarta)","","25000","Ya","1-10001","","","","0","25000","05/08/2024","Cash"
"J&T CARGO","","","","","","","EXP/00849","05/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 10 kg Up. PT Indotama Omicron Kahar","","60000","Ya","1-10001","","","","0","60000","05/08/2024","Cash"
"TOKO MOULDING","","","","","","","EXP/00848","05/08/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Selang Oli Hidrolik","","130000","Ya","1-10001","","","","0","130000","05/08/2024","Cash"
"POM BENSIN","","","","","","","EXP/00847","03/08/2024","","","Tidak","6-60003","Bensin, Tol dan Parkir - Penjualan","Pembelian Bensin Mobil Losbak 5 L","","50000","Ya","1-10001","","","","0","50000","03/08/2024","Cash"
"EKSPEDISI","","","","","","","EXP/00846","03/08/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 390 Kg Up. PT Indotama Omicron Kahar","","585000","Ya","1-10004","","","","0","585000","03/08/2024","Bank BRI"
"MADAM TAX","","","","","","","EXP/00845","01/08/2024","","","Tidak","9-90000","Beban Pajak - Kini","SPM Masa Juli 2024","","500000","Ya","1-10001","","","","0","500000","01/08/2024","Cash"
"Santi Yulianti","","","","","","","EXP/00844","01/08/2024","","","Tidak","6-60102","Upah","Payroll Bulan Juli (Admin)","","2500000","Ya","1-10001","Upah","","","0","2500000","01/08/2024","Cash"
"Bank MANDIRI","","","","","","","EXP/00843","01/08/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10002","","","","0","2500","01/08/2024","Bank Account"
"POM BENSIN","","","","","","","EXP/00842","30/09/2024","","","Tidak","6-60202","Bensin, Tol dan Parkir - Umum","Pembelian BBM Motor 2 L","","20000","Ya","1-10001","","","","0","20000","30/09/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00841","30/09/2024","","","Tidak","8-80000","Beban Bunga","BCA Operasional - Pajak Bunga","","53.77","Ya","1-10003","","","","0","53.77","30/09/2024","Giro"
"Bank Corporate","","","","","","","EXP/00840","30/09/2024","","","Tidak","8-80000","Beban Bunga","BCA Corporate - Biaya Admin","","30000","Ya","1-10002","","","","0","30000","30/09/2024","Bank Account"
"FOTO COPY MENTARI","","","","","","","EXP/00838","07/09/2024","","","Tidak","6-60301","Alat Tulis Kantor & Printing","Jasa Print Dokument","","13000","Ya","1-10001","","","","0","13000","07/09/2024","Cash"
"EKSPEDISI","","","","","","","EXP/00837","06/09/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam Up. PT Indotama Omicron Kahar","","600000","Ya","1-10004","","","","0","600000","06/09/2024","Bank BRI"
"TOKO BANGUNAN","","","","","","","EXP/00836","03/09/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Hebel","","500000","Ya","1-10003","","","","0","500000","03/09/2024","Giro"
"Bank MANDIRI","","","","","","","EXP/00835","02/09/2024","","","Tidak","8-80000","Beban Bunga","Admin Bank","","2500","Ya","1-10002","","","","0","2500","02/09/2024","Bank Account"
"KOBRA","","","","","","","EXP/00833","31/10/2024","","","Tidak","5-50300","Pengiriman & Pengangkutan","Biaya Pengiriman Paku S Palang Hitam 30 kg Up. Bp Heri Sucipto","","90000","Ya","1-10001","","","","0","90000","31/10/2024","Cash"
"BANK OPERASIONAL","","","","","","","EXP/00832","31/10/2024","","","Tidak","8-80000","Beban Bunga","BCA Operasional - Pajak Bunga","","34.64","Ya","1-10003","","","","0","34.64","31/10/2024","Giro"
"Suliwati Jacup","LILOI (Plastic Mold Accessories)","","Jl. Daan Mogot Km. 19.6 Pusat Niaga Terpadu Blok GG 8P, Kebon Besar, Batuceper, Kota Tangerang, Banten","Banten","Kota Tangerang","02154365153","EXP/00831","31/10/2024","","","Tidak","6-60203","Perbaikan & Pemeliharaan","Pembelian Per Uk. 40-60 (8 pcs)","","200000","Ya","1-10003","","","","0","200000","31/10/2024","Giro"
"Bank Corporate","","","","","","","EXP/00830","31/10/2024","","","Tidak","8-80000","Beban Bunga","BCA - Biaya ADM","","30000","Ya","1-10002","","","","0","30000","31/10/2024","Bank Account"
